0.000000,0.000000,0.000000,-0.523599,-0.785398,-0.570796,-0.785398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001079,-0.002141,-0.000989,-0.515845,-0.732328,-0.643150,-0.759965,0.001958,-0.015520,-0.074642,-0.033012,-0.057149,0.000000
0.002227,-0.004014,-0.002040,-0.508162,-0.681382,-0.709817,-0.738150,0.003828,-0.023567,-0.145497,-0.059667,-0.109398,0.000000
0.003408,-0.005675,-0.003123,-0.500580,-0.632450,-0.771193,-0.719671,0.005611,-0.026313,-0.212798,-0.081550,-0.157560,0.000000
0.004596,-0.007165,-0.004213,-0.493122,-0.585354,-0.827772,-0.704208,0.007308,-0.025270,-0.276702,-0.099770,-0.202202,0.000000
0.005774,-0.008510,-0.005295,-0.485798,-0.539912,-0.880031,-0.691471,0.008920,-0.021510,-0.337332,-0.115109,-0.243733,0.000000
0.006930,-0.009733,-0.006357,-0.478617,-0.495960,-0.928388,-0.681204,0.010447,-0.015809,-0.394782,-0.128140,-0.282450,0.000000
0.008053,-0.010849,-0.007390,-0.471580,-0.453356,-0.973204,-0.673190,0.011892,-0.008745,-0.449126,-0.139289,-0.318582,0.000000
0.009137,-0.011870,-0.008389,-0.464690,-0.411981,-1.014781,-0.667247,0.013254,-0.000764,-0.500426,-0.148886,-0.352304,0.000000
0.010177,-0.012805,-0.009348,-0.457946,-0.371736,-1.053377,-0.663215,0.014536,0.007789,-0.548734,-0.157187,-0.383758,0.000000
0.011168,-0.013663,-0.010263,-0.451346,-0.332540,-1.089210,-0.660958,0.015739,0.016634,-0.594095,-0.164402,-0.413059,0.000000
0.012106,-0.014450,-0.011130,-0.444888,-0.294328,-1.122467,-0.660358,0.016863,0.025544,-0.636546,-0.170700,-0.440301,0.000000
0.012989,-0.015172,-0.011948,-0.438568,-0.257046,-1.153306,-0.661308,0.017910,0.034331,-0.676123,-0.176224,-0.465568,0.000000
0.013814,-0.015832,-0.012713,-0.432382,-0.220651,-1.181866,-0.663714,0.018881,0.042835,-0.712857,-0.181094,-0.488928,0.000000
0.014579,-0.016436,-0.013425,-0.426328,-0.185109,-1.208267,-0.667489,0.019777,0.050919,-0.746777,-0.185414,-0.510443,0.000000
0.015283,-0.016987,-0.014080,-0.420400,-0.150395,-1.232617,-0.672553,0.020600,0.058467,-0.777908,-0.189274,-0.530167,0.000000
0.015923,-0.017487,-0.014679,-0.414594,-0.116490,-1.255010,-0.678831,0.021350,0.065373,-0.806274,-0.192752,-0.548148,0.000000
0.016500,-0.017941,-0.015220,-0.408907,-0.083379,-1.275530,-0.686254,0.022028,0.071548,-0.831898,-0.195921,-0.564429,0.000000
0.017011,-0.018349,-0.015701,-0.403333,-0.051053,-1.294255,-0.694754,0.022635,0.076909,-0.854800,-0.198841,-0.579049,0.000000
0.017455,-0.018716,-0.016122,-0.397868,-0.019507,-1.311256,-0.704266,0.023172,0.081384,-0.874999,-0.201571,-0.592044,0.000000
0.017832,-0.019042,-0.016482,-0.392508,0.011261,-1.326596,-0.714728,0.023641,0.084905,-0.892513,-0.204162,-0.603446,0.000000
0.018141,-0.019329,-0.016781,-0.387247,0.041252,-1.340339,-0.726079,0.024042,0.087412,-0.907358,-0.206660,-0.613286,0.000000
0.018381,-0.019581,-0.017017,-0.382082,0.070463,-1.352540,-0.738261,0.024375,0.088851,-0.919551,-0.209109,-0.621591,0.000000
0.018551,-0.019797,-0.017190,-0.377009,0.098890,-1.363253,-0.751215,0.024643,0.089169,-0.929105,-0.211549,-0.628387,0.000000
0.018651,-0.019980,-0.017299,-0.372022,0.126528,-1.372532,-0.764886,0.024845,0.088320,-0.936035,-0.214016,-0.633698,0.000000
0.018680,-0.020130,-0.017344,-0.367117,0.153372,-1.380425,-0.779219,0.024982,0.086260,-0.940352,-0.216545,-0.637546,0.000000
0.018722,-0.020250,-0.017325,-0.362290,0.179417,-1.386980,-0.794159,0.025055,0.082948,-0.942068,-0.219169,-0.639952,0.000000
0.018837,-0.020340,-0.017241,-0.357538,0.204655,-1.392245,-0.809655,0.025066,0.078345,-0.941194,-0.221915,-0.640934,0.000000
0.019024,-0.020402,-0.017091,-0.352858,0.229080,-1.396265,-0.825656,0.025013,0.072412,-0.937736,-0.224815,-0.640509,0.000000
0.019284,-0.020436,-0.016875,-0.348248,0.252687,-1.399083,-0.842111,0.024897,0.065117,-0.931705,-0.227893,-0.638695,0.000000
0.019617,-0.020444,-0.016593,-0.343706,0.275471,-1.400743,-0.858973,0.024720,0.056425,-0.923107,-0.231176,-0.635506,0.000000
0.020025,-0.020426,-0.016245,-0.339229,0.297427,-1.401289,-0.876195,0.024481,0.046307,-0.911954,-0.234687,-0.630959,0.000000
0.020507,-0.020384,-0.015829,-0.334814,0.318551,-1.400762,-0.893731,0.024180,0.034735,-0.898253,-0.238449,-0.625069,0.000000
0.021063,-0.020319,-0.015346,-0.330461,0.338843,-1.399202,-0.911540,0.023818,0.021681,-0.882016,-0.242483,-0.617852,0.000000
0.021694,-0.020231,-0.014796,-0.326165,0.358300,-1.396652,-0.929580,0.023397,0.007122,-0.863253,-0.246810,-0.609321,0.000000
0.022401,-0.020121,-0.014177,-0.321926,0.376923,-1.393150,-0.947812,0.022915,-0.008966,-0.841976,-0.251449,-0.599493,0.000000
0.023182,-0.019991,-0.013491,-0.317741,0.394714,-1.388736,-0.966198,0.022373,-0.026606,-0.818195,-0.256419,-0.588382,0.000000
0.024039,-0.019842,-0.012737,-0.313607,0.411675,-1.383449,-0.984703,0.021773,-0.045816,-0.791923,-0.261737,-0.576002,0.000000
0.024972,-0.019673,-0.011915,-0.309522,0.427811,-1.377325,-1.003295,0.021113,-0.066615,-0.763174,-0.267420,-0.562369,0.000000
0.025980,-0.019487,-0.011025,-0.305485,0.443127,-1.370402,-1.021941,0.020396,-0.089023,-0.731960,-0.273486,-0.547497,0.000000
0.027064,-0.019284,-0.010066,-0.301494,0.457630,-1.362717,-1.040613,0.019621,-0.113053,-0.698297,-0.279948,-0.531402,0.000000
0.028223,-0.019066,-0.009039,-0.297545,0.471327,-1.354304,-1.059284,0.018789,-0.138723,-0.662198,-0.286823,-0.514098,0.000000
0.029458,-0.018832,-0.007943,-0.293638,0.484227,-1.345198,-1.077929,0.017901,-0.166046,-0.623680,-0.294125,-0.495601,0.000000
0.030769,-0.018584,-0.006779,-0.289771,0.496341,-1.335433,-1.096524,0.016956,-0.195035,-0.582759,-0.301867,-0.475926,0.000000
0.032155,-0.018323,-0.005547,-0.285940,0.507679,-1.325041,-1.115047,0.015956,-0.225701,-0.539451,-0.310064,-0.455088,0.000000
0.033616,-0.018051,-0.004246,-0.282145,0.518253,-1.314054,-1.133480,0.014901,-0.258055,-0.493775,-0.318727,-0.433104,0.000000
0.035153,-0.017767,-0.002878,-0.278384,0.528076,-1.302502,-1.151804,0.013791,-0.292108,-0.445750,-0.327869,-0.409989,0.000000
0.036765,-0.017473,-0.001441,-0.274655,0.537160,-1.290417,-1.170003,0.012628,-0.327867,-0.395394,-0.337502,-0.385760,0.000000
0.038451,-0.017169,0.000063,-0.270955,0.545519,-1.277826,-1.188062,0.011412,-0.365341,-0.342728,-0.347637,-0.360432,0.000000
0.040212,-0.016858,0.001635,-0.267284,0.553169,-1.264758,-1.205968,0.010143,-0.404536,-0.287773,-0.358285,-0.334024,0.000000
0.042047,-0.016540,0.003274,-0.263639,0.560123,-1.251239,-1.223708,0.008822,-0.445457,-0.230550,-0.369456,-0.306551,0.000000
0.043957,-0.016215,0.004980,-0.260019,0.566396,-1.237297,-1.241273,0.007451,-0.488110,-0.171082,-0.381161,-0.278031,0.000000
0.045939,-0.015885,0.006753,-0.256421,0.572004,-1.222955,-1.258652,0.006028,-0.532497,-0.109393,-0.393409,-0.248481,0.000000
0.047995,-0.015551,0.008593,-0.252846,0.576963,-1.208238,-1.275838,0.004556,-0.578623,-0.045505,-0.406209,-0.217919,0.000000
0.050124,-0.015214,0.010498,-0.249290,0.581288,-1.193171,-1.292822,0.003035,-0.626487,0.020555,-0.419569,-0.186363,0.000000
0.052324,-0.014875,0.012470,-0.245752,0.584995,-1.177774,-1.309600,0.001466,-0.676092,0.088762,-0.433498,-0.153832,0.000000
0.054597,-0.014534,0.014506,-0.242231,0.588100,-1.162070,-1.326164,-0.000151,-0.727436,0.159090,-0.448004,-0.120343,0.000000
